X,Y
0.0,34.36518045494863
2.0408163265306123,7.966510938106012
4.081632653061225,16.36313800176245
6.122448979591837,15.334042096228874
8.16326530612245,51.552543011298745
10.204081632653061,11.191205261081478
12.244897959183675,79.02931932039006
14.285714285714286,48.581896486573456
16.3265306122449,71.92844358371362
18.367346938775512,70.54515865355314
20.408163265306122,103.36019048424605
22.448979591836736,57.66931792896376
24.48979591836735,90.87802765408311
26.53061224489796,97.09632753711662
28.571428571428573,127.00654163503157
30.612244897959183,100.64448813314668
32.6530612244898,121.69929117245775
34.69387755102041,118.26069515975084
36.734693877551024,139.20463477216248
38.775510204081634,154.45651392002304
40.816326530612244,136.34785519894905
42.85714285714286,177.1708556475942
44.89795918367347,180.66671795174906
46.93877551020408,181.8231293692423
48.9795918367347,194.9414106675376
51.02040816326531,178.31551068381359
53.06122448979592,193.870932331506
55.10204081632653,188.82060134325684
57.142857142857146,205.98167880560976
59.183673469387756,225.09818914392991
61.224489795918366,213.91080300983464
63.26530612244898,225.47726852573177
65.3061224489796,228.2638380696346
67.34693877551021,233.03620109180494
69.38775510204081,242.78845089459054
71.42857142857143,259.8100310162165
73.46938775510205,250.383201913328
75.51020408163265,277.80194975297064
77.55102040816327,306.3256040852195
79.59183673469389,299.70209098008866
81.63265306122449,292.8367524288615
83.6734693877551,289.54270839587036
85.71428571428572,298.79262559373745
87.75510204081633,342.52967615827333
89.79591836734694,325.04783060735474
91.83673469387756,321.87363673003114
93.87755102040816,341.43516084144056
95.91836734693878,377.2181127614684
97.9591836734694,354.6595271443673
100.0,369.2580466456113
